time,frequency,value
0.25390625,110,-81.5759852450388
0.50390625,110,-83.28023318884365
0.75390625,110,-85.30205004811296
1.00390625,110,-87.82962474006901
1.25390625,110,-91.25479453129535
1.50390625,110,-96.54823966909305
1.75390625,110,-48.690713326800136
2.00390625,110,-48.49607457290017
2.25390625,110,-47.91866377486158
2.50390625,110,-46.975501951857666
2.75390625,110,-45.687897203083196
3.00390625,110,-44.07413055256501
3.25390625,110,-42.14304289674462
3.50390625,110,-39.88885678532767
0.00390625,112,-37.28616967387086
0.25390625,112,-34.28310274365623
0.50390625,112,-30.789388251207136
0.75390625,112,-26.653482877845974
1.00390625,112,-21.616797627308802
1.25390625,112,-15.226296033502729
1.50390625,112,-6.741074364784632
1.75390625,112,4.501424981178435
2.00390625,112,17.454249444494614
2.25390625,112,28.11674943237772
2.50390625,112,28.65802753316117
2.75390625,112,18.953752793227952
3.00390625,112,6.062545535092059
3.25390625,112,-5.579080289034611
3.50390625,112,-14.494920882577356
0.00390625,114,-21.218215833919103
0.25390625,114,-26.52000216443126
0.50390625,114,-30.893109209722816
0.75390625,114,-34.62455666967
1.00390625,114,-37.88858287712665
1.25390625,114,-40.797448456062185
1.50390625,114,-43.42744146358246
1.75390625,114,-45.83274040302088
2.00390625,114,-48.05323576319053
2.25390625,114,-50.119187123188965
2.50390625,114,-52.05413041208375
2.75390625,114,-53.876768467747596
3.00390625,114,-55.60224469091722
3.25390625,114,-57.24302815526666
3.50390625,114,-58.8095460199727
0.00390625,116,-60.31064720645995
0.25390625,116,-61.75395083492746
0.50390625,116,-63.14611484117393
0.75390625,116,-64.49304866427495
1.00390625,116,-65.8000870792962
1.25390625,116,-67.07213743059324
1.50390625,116,-68.31381006140617
1.75390625,116,-69.5295398041443
2.00390625,116,-70.72370597234462
2.25390625,116,-71.9007582786535
2.50390625,116,-73.06535710462107
2.75390625,116,-74.22253895295461
3.00390625,116,-75.37792128665996
3.25390625,116,-76.53796787780219
3.50390625,116,-77.7103460712766
0.00390625,118,-78.90442629122131
0.25390625,118,-80.13200628262308
0.50390625,118,-81.40840376518808
0.75390625,118,-82.75417722455332
1.00390625,118,-84.19797725297015
1.25390625,118,-85.7815679012492
1.50390625,118,-87.56937186662341
1.75390625,118,-89.6685159561734
2.00390625,118,-92.2771003747914
2.25390625,118,-95.82626415051224
2.50390625,118,-101.55231011618875
2.75390625,118,-50.595876626384765
3.00390625,118,-50.45503997697726
3.25390625,118,-50.03408683413114
3.50390625,118,-49.33705892063048
0.00390625,120,-48.36875197461498
0.25390625,120,-47.132247895386676
0.50390625,120,-45.62605909567331
0.75390625,120,-43.84100715399892
1.00390625,120,-41.75660607128694
1.25390625,120,-39.336278632016366
1.50390625,120,-36.520097049297114
1.75390625,120,-33.21257967010117
2.00390625,120,-29.26067174250705
2.25390625,120,-24.412095457020875
2.50390625,120,-18.23764641222074
2.75390625,120,-10.029485699756034
3.00390625,120,1.012072188140099
3.25390625,120,14.412934109301485
3.50390625,120,26.62471456197136
0.00390625,122,29.408433251810003
0.25390625,122,21.887452299304382
0.50390625,122,8.892960066473663
0.75390625,122,-3.897111011638778
1.00390625,122,-14.13327319385876
1.25390625,122,-21.952661501528507
1.50390625,122,-28.12260906687691
1.75390625,122,-33.20647405037126
2.00390625,122,-37.546176834244406
2.25390625,122,-41.35227416572381
2.50390625,122,-44.76110693478879
2.75390625,122,-47.865443203420796
3.00390625,122,-50.731162538659575
3.25390625,122,-53.40677040471804
3.50390625,122,-55.92908438422904
0.00390625,124,-58.32677245591381
0.25390625,124,-60.62262433329109
0.50390625,124,-62.83503641511019
0.75390625,124,-64.97897993173987
1.00390625,124,-67.06660405000952
1.25390625,124,-69.10755603768807
1.50390625,124,-71.10905665562731
1.75390625,124,-73.07574269350329
2.00390625,124,-75.00927843577537
2.25390625,124,-76.90775523845988
2.50390625,124,-78.76496252187141
2.75390625,124,-80.56975286439021
3.00390625,124,-82.30594980590789
3.25390625,124,-83.95348375401333
3.50390625,124,-85.49144443914645
0.00390625,126,-86.90312487518248
0.25390625,126,-88.18181732714969
0.50390625,126,-89.33492574553058
0.75390625,126,-90.38429804956463
1.00390625,126,-91.36280107386007
1.25390625,126,-92.30929699409388
1.50390625,126,-93.26457053647863
1.75390625,126,-94.26961410099082
2.00390625,126,-95.36645031873014
2.25390625,126,-96.60117313579852
2.50390625,126,-98.02902039256179
2.75390625,126,-99.72115095669977
3.00390625,126,-101.76909168158394
3.25390625,126,-104.25568343069475
3.50390625,126,-106.99706829873136
